real rot, expected dict rot, actual dict rot, error from real rot, error from expected rot
0.1, 0.829, 0.944, 844.0%, 13.872%
0.2, 0.829, 1.187, 493.5%, 43.185%
0.3, 0.829, 1.187, 295.667%, 43.185%
0.4, 0.829, 1.187, 196.75%, 43.185%
0.5, 0.829, 1.187, 137.4%, 43.185%
0.6, 0.829, 1.187, 97.833%, 43.185%
0.7, 0.829, 1.187, 69.571%, 43.185%
0.8, 0.829, 1.187, 48.375%, 43.185%
0.9, 0.934, 1.187, 31.889%, 27.088%
1.0, 1.003, 1.187, 18.7%, 18.345%
1.1, 1.099, 1.187, 7.909%, 8.007%
1.2, 1.197, 1.187, 1.083%, 0.835%
1.3, 1.295, 1.187, 8.692%, 8.34%
1.4, 1.403, 1.187, 15.214%, 15.396%
1.5, 1.576, 1.187, 20.867%, 24.683%
1.6, 1.601, 1.187, 25.812%, 25.859%
1.7, 1.601, 1.187, 30.176%, 25.859%
1.8, 1.931, 1.187, 34.056%, 38.529%
1.9, 1.931, 1.187, 37.526%, 38.529%
2.0, 1.931, 1.187, 40.65%, 38.529%
2.1, 1.931, 1.187, 43.476%, 38.529%
2.2, 1.931, 1.187, 46.045%, 38.529%
2.3, 1.931, 1.187, 48.391%, 38.529%
2.4, 1.931, 1.187, 50.542%, 38.529%
2.5, 1.931, 1.187, 52.52%, 38.529%
2.6, 1.931, 1.187, 54.346%, 38.529%
2.7, 1.931, 1.187, 56.037%, 38.529%
2.8, 1.931, 1.187, 57.607%, 38.529%
2.9, 1.931, 1.187, 59.069%, 38.529%
3.0, 1.931, 1.187, 60.433%, 38.529%
3.1, 1.931, 1.187, 61.71%, 38.529%
3.2, 1.931, 1.187, 62.906%, 38.529%
3.3, 1.931, 1.187, 64.03%, 38.529%
3.4, 1.931, 1.187, 65.088%, 38.529%
3.5, 1.931, 0.944, 73.029%, 51.113%
3.6, 1.931, 0.944, 73.778%, 51.113%
3.7, 1.931, 0.944, 74.486%, 51.113%
3.8, 1.931, 0.944, 75.158%, 51.113%
3.9, 1.931, 0.944, 75.795%, 51.113%
4.0, 1.931, 0.944, 76.4%, 51.113%
4.1, 1.931, 0.944, 76.976%, 51.113%
4.2, 1.931, 0.944, 77.524%, 51.113%
4.3, 1.931, 0.944, 78.047%, 51.113%
4.4, 1.931, 0.944, 78.545%, 51.113%
4.5, 1.931, 0.944, 79.022%, 51.113%
4.6, 1.931, 0.944, 79.478%, 51.113%
4.7, 1.931, 0.944, 79.915%, 51.113%
4.8, 1.931, 0.944, 80.333%, 51.113%
4.9, 1.931, 0.944, 80.735%, 51.113%
5.0, 1.931, 0.944, 81.12%, 51.113%
5.1, 1.931, 0.944, 81.49%, 51.113%
5.2, 1.931, 0.944, 81.846%, 51.113%
5.3, 1.931, 0.944, 82.189%, 51.113%
5.4, 1.931, 0.944, 82.519%, 51.113%
5.5, 1.931, 0.944, 82.836%, 51.113%
5.6, 1.931, 0.944, 83.143%, 51.113%
5.7, 1.931, 0.944, 83.439%, 51.113%
5.8, 1.931, 0.944, 83.724%, 51.113%
5.9, 1.931, 0.944, 84.0%, 51.113%
6.0, 1.931, 0.944, 84.267%, 51.113%
6.1, 1.931, 1.187, 80.541%, 38.529%
6.2, 1.931, 1.187, 80.855%, 38.529%
6.3, 1.931, 1.187, 81.159%, 38.529%
6.4, 1.931, 1.187, 81.453%, 38.529%
6.5, 1.931, 1.187, 81.738%, 38.529%
6.6, 1.931, 1.187, 82.015%, 38.529%
6.7, 1.931, 1.187, 82.284%, 38.529%
6.8, 1.931, 1.187, 82.544%, 38.529%
6.9, 1.931, 1.187, 82.797%, 38.529%
7.0, 1.931, 1.187, 83.043%, 38.529%
7.1, 1.931, 1.187, 83.282%, 38.529%
7.2, 1.931, 1.187, 83.514%, 38.529%
7.3, 1.931, 1.187, 83.74%, 38.529%
7.4, 1.931, 1.187, 83.959%, 38.529%
7.5, 1.931, 1.187, 84.173%, 38.529%
7.6, 1.931, 1.187, 84.382%, 38.529%
7.7, 1.931, 1.187, 84.584%, 38.529%
7.8, 1.931, 1.187, 84.782%, 38.529%
7.9, 1.931, 1.187, 84.975%, 38.529%
8.0, 1.931, 1.187, 85.162%, 38.529%
8.1, 1.931, 1.187, 85.346%, 38.529%
8.2, 1.931, 1.187, 85.524%, 38.529%
8.3, 1.931, 1.187, 85.699%, 38.529%
8.4, 1.931, 1.187, 85.869%, 38.529%
8.5, 1.931, 1.187, 86.035%, 38.529%
8.6, 1.931, 1.187, 86.198%, 38.529%
8.7, 1.931, 1.187, 86.356%, 38.529%
8.8, 1.931, 1.187, 86.511%, 38.529%
8.9, 1.931, 1.187, 86.663%, 38.529%
9.0, 1.931, 1.187, 86.811%, 38.529%
9.1, 1.931, 1.187, 86.956%, 38.529%
9.2, 1.931, 1.187, 87.098%, 38.529%
9.3, 1.931, 1.187, 87.237%, 38.529%
9.4, 1.931, 1.187, 87.372%, 38.529%
9.5, 1.931, 1.187, 87.505%, 38.529%
9.6, 1.931, 1.187, 87.635%, 38.529%
9.7, 1.931, 1.187, 87.763%, 38.529%
9.8, 1.931, 1.187, 87.888%, 38.529%
9.9, 1.931, 1.187, 88.01%, 38.529%
10.0, 1.931, 1.187, 88.13%, 38.529%
Average error from real rotations: 87.053%
Average error from expected rotations: 39.957%
