real rot, expected dict rot, actual dict rot, error from real rot, error from expected rot
0.1, 0.775, 1.099, 999.0%, 41.806%
0.2, 0.775, 1.099, 449.5%, 41.806%
0.3, 0.775, 1.099, 266.333%, 41.806%
0.4, 0.775, 1.099, 174.75%, 41.806%
0.5, 0.775, 1.099, 119.8%, 41.806%
0.6, 0.775, 1.099, 83.167%, 41.806%
0.7, 0.775, 1.099, 57.0%, 41.806%
0.8, 0.778, 1.099, 37.375%, 41.26%
0.9, 0.91, 1.099, 22.111%, 20.769%
1.0, 1.0, 1.099, 9.9%, 9.9%
1.1, 1.099, 1.099, 0.091%, 0.0%
1.2, 1.201, 1.099, 8.417%, 8.493%
1.3, 1.318, 1.099, 15.462%, 16.616%
1.4, 1.331, 1.099, 21.5%, 17.431%
1.5, 1.331, 1.099, 26.733%, 17.431%
1.6, 1.839, 1.099, 31.313%, 40.239%
1.7, 1.839, 1.099, 35.353%, 40.239%
1.8, 1.839, 1.099, 38.944%, 40.239%
1.9, 1.945, 1.099, 42.158%, 43.496%
2.0, 1.945, 1.099, 45.05%, 43.496%
2.1, 1.945, 1.099, 47.667%, 43.496%
2.2, 1.945, 1.099, 50.045%, 43.496%
2.3, 1.945, 1.099, 52.217%, 43.496%
2.4, 1.945, 1.099, 54.208%, 43.496%
2.5, 1.945, 1.099, 56.04%, 43.496%
2.6, 1.945, 1.099, 57.731%, 43.496%
2.7, 1.945, 1.099, 59.296%, 43.496%
2.8, 1.945, 1.099, 60.75%, 43.496%
2.9, 1.945, 1.099, 62.103%, 43.496%
3.0, 1.945, 1.099, 63.367%, 43.496%
3.1, 1.945, 1.099, 64.548%, 43.496%
3.2, 1.945, 1.099, 65.656%, 43.496%
3.3, 1.945, 1.099, 66.697%, 43.496%
3.4, 1.945, 1.099, 67.676%, 43.496%
3.5, 1.945, 1.099, 68.6%, 43.496%
3.6, 1.945, 1.099, 69.472%, 43.496%
3.7, 1.945, 1.099, 70.297%, 43.496%
3.8, 1.945, 1.099, 71.079%, 43.496%
3.9, 1.945, 1.099, 71.821%, 43.496%
4.0, 1.945, 1.099, 72.525%, 43.496%
4.1, 1.945, 1.099, 73.195%, 43.496%
4.2, 1.945, 1.099, 73.833%, 43.496%
4.3, 1.945, 1.099, 74.442%, 43.496%
4.4, 1.945, 1.099, 75.023%, 43.496%
4.5, 1.945, 1.099, 75.578%, 43.496%
4.6, 1.945, 1.099, 76.109%, 43.496%
4.7, 1.945, 1.099, 76.617%, 43.496%
4.8, 1.945, 1.099, 77.104%, 43.496%
4.9, 1.945, 1.099, 77.571%, 43.496%
5.0, 1.945, 1.099, 78.02%, 43.496%
Average error from real rotations: 89.865%
Average error from expected rotations: 38.743%
