real rot, expected dict rot, actual dict rot, error from real rot, error from expected rot
0.1, 0.778, 1.191, 1091.0%, 53.085%
0.2, 0.778, 1.191, 495.5%, 53.085%
0.3, 0.778, 1.191, 297.0%, 53.085%
0.4, 0.778, 1.191, 197.75%, 53.085%
0.5, 0.778, 1.144, 128.8%, 47.044%
0.6, 0.778, 1.144, 90.667%, 47.044%
0.7, 0.778, 1.144, 63.429%, 47.044%
0.8, 0.778, 1.144, 43.0%, 47.044%
0.9, 0.91, 1.144, 27.111%, 25.714%
1.0, 1.0, 1.144, 14.4%, 14.4%
1.1, 1.073, 1.144, 4.0%, 6.617%
1.2, 1.191, 1.144, 4.667%, 3.946%
1.3, 1.331, 1.144, 12.0%, 14.05%
1.4, 1.331, 1.144, 18.286%, 14.05%
1.5, 1.331, 1.144, 23.733%, 14.05%
1.6, 1.839, 1.144, 28.5%, 37.792%
1.7, 1.839, 1.144, 32.706%, 37.792%
1.8, 1.839, 1.144, 36.444%, 37.792%
1.9, 1.839, 1.144, 39.789%, 37.792%
2.0, 1.839, 1.144, 42.8%, 37.792%
2.1, 1.839, 1.144, 45.524%, 37.792%
2.2, 1.839, 1.144, 48.0%, 37.792%
2.3, 1.839, 1.144, 50.261%, 37.792%
2.4, 1.839, 1.144, 52.333%, 37.792%
2.5, 1.839, 1.144, 54.24%, 37.792%
2.6, 1.839, 1.144, 56.0%, 37.792%
2.7, 1.839, 1.144, 57.63%, 37.792%
2.8, 1.839, 1.144, 59.143%, 37.792%
2.9, 1.839, 1.144, 60.552%, 37.792%
3.0, 1.839, 1.144, 61.867%, 37.792%
3.1, 1.839, 1.144, 63.097%, 37.792%
3.2, 1.839, 1.144, 64.25%, 37.792%
3.3, 1.839, 1.144, 65.333%, 37.792%
3.4, 1.839, 1.144, 66.353%, 37.792%
3.5, 1.839, 1.144, 67.314%, 37.792%
3.6, 1.839, 1.144, 68.222%, 37.792%
3.7, 1.839, 1.144, 69.081%, 37.792%
3.8, 1.839, 1.144, 69.895%, 37.792%
3.9, 1.839, 1.144, 70.667%, 37.792%
4.0, 1.839, 1.144, 71.4%, 37.792%
4.1, 1.839, 1.144, 72.098%, 37.792%
4.2, 1.839, 1.144, 72.762%, 37.792%
4.3, 1.839, 1.144, 73.395%, 37.792%
4.4, 1.839, 1.144, 74.0%, 37.792%
4.5, 1.839, 1.144, 74.578%, 37.792%
4.6, 1.839, 1.144, 75.13%, 37.792%
4.7, 1.839, 1.144, 75.66%, 37.792%
4.8, 1.839, 1.144, 76.167%, 37.792%
4.9, 1.839, 1.144, 76.653%, 37.792%
5.0, 1.839, 1.144, 77.12%, 37.792%
Average error from real rotations: 93.206%
Average error from expected rotations: 36.321%
