8,8,16,16
72,8,16,16
88,8,16,16
104,8,16,16
120,4,16,8
120,12,16,8
136,8,16,16
152,8,16,16
168,8,16,16
200,8,16,16
212,4,8,8
220,4,8,8
212,12,8,8
220,12,8,8
228,4,8,8
236,4,8,8
228,12,8,8
236,12,8,8
244,8,8,16
252,8,8,16
264,4,16,8
264,12,16,8
276,8,8,16
284,8,8,16
296,8,16,16
312,8,16,16
328,8,16,16
344,8,16,16
356,8,8,16
364,8,8,16
376,8,16,16
392,4,16,8
392,12,16,8
408,8,16,16
424,8,16,16
440,8,16,16
456,8,16,16
472,8,16,16
488,8,16,16
504,8,16,16
520,8,16,16
536,8,16,16
552,4,16,8
552,12,16,8
568,8,16,16
584,8,16,16
600,4,16,8
600,12,16,8
612,8,8,16
620,8,8,16
632,8,16,16
648,8,16,16
664,8,16,16
676,8,8,16
684,8,8,16
692,8,8,16
700,8,8,16
712,8,16,16
728,8,16,16
744,4,16,8
744,12,16,8
760,8,16,16
776,8,16,16
792,4,16,8
792,12,16,8
808,8,16,16
824,8,16,16
840,8,16,16
856,8,16,16
872,8,16,16
884,8,8,16
892,8,8,16
900,8,8,16
908,8,8,16
920,4,16,8
920,12,16,8
936,8,16,16
952,4,16,8
952,12,16,8
968,8,16,16
984,8,16,16
1000,4,16,8
1000,12,16,8
1016,8,16,16
1032,8,16,16
1044,8,8,16
1052,8,8,16
1064,4,16,8
1064,12,16,8
1080,8,16,16
1092,8,8,16
1100,8,8,16
1112,8,16,16
1128,4,16,8
1128,12,16,8
1144,8,16,16
1160,8,16,16
1172,8,8,16
1180,8,8,16
1188,8,8,16
1196,8,8,16
1204,8,8,16
1212,8,8,16
1236,8,8,16
1244,8,8,16
8,24,16,16
72,24,16,16
84,24,8,16
92,24,8,16
104,24,16,16
120,20,16,8
120,28,16,8
136,24,16,16
152,24,16,16
168,24,16,16
184,20,16,8
184,28,16,8
200,20,16,8
200,28,16,8
212,24,8,16
220,24,8,16
228,24,8,16
236,24,8,16
244,20,8,8
252,20,8,8
244,28,8,8
252,28,8,8
264,24,16,16
280,24,16,16
296,20,16,8
296,28,16,8
308,24,8,16
316,24,8,16
328,20,16,8
328,28,16,8
344,24,16,16
360,24,16,16
376,24,16,16
408,24,16,16
424,24,16,16
440,24,16,16
456,24,16,16
472,24,16,16
488,24,16,16
504,24,16,16
520,24,16,16
536,24,16,16
552,24,16,16
568,24,16,16
580,24,8,16
588,24,8,16
600,24,16,16
612,24,8,16
620,24,8,16
632,24,16,16
648,24,16,16
664,24,16,16
712,24,16,16
776,24,16,16
792,24,16,16
808,24,16,16
824,20,16,8
824,28,16,8
840,24,16,16
856,20,16,8
856,28,16,8
872,24,16,16
888,24,16,16
904,24,16,16
920,20,16,8
920,28,16,8
936,24,16,16
952,20,16,8
952,28,16,8
968,20,16,8
968,28,16,8
984,24,16,16
996,24,8,16
1004,24,8,16
1016,24,16,16
1032,24,16,16
1044,24,8,16
1052,24,8,16
1060,24,8,16
1068,24,8,16
1076,24,8,16
1084,24,8,16
1096,20,16,8
1096,28,16,8
1108,24,8,16
1116,24,8,16
1124,24,8,16
1132,24,8,16
1140,24,8,16
1148,24,8,16
1160,20,16,8
1160,28,16,8
1172,20,8,8
1180,20,8,8
1172,28,8,8
1180,28,8,8
1188,20,8,8
1196,20,8,8
1188,28,8,8
1196,28,8,8
1208,24,16,16
8,36,16,8
8,44,16,8
24,40,16,16
72,40,16,16
88,36,16,8
88,44,16,8
104,36,16,8
104,44,16,8
116,40,8,16
124,40,8,16
136,40,16,16
152,40,16,16
168,40,16,16
180,40,8,16
188,40,8,16
200,40,16,16
216,40,16,16
264,40,16,16
280,40,16,16
296,40,16,16
312,40,16,16
324,36,8,8
332,36,8,8
324,44,8,8
332,44,8,8
344,40,16,16
360,40,16,16
376,40,16,16
392,40,16,16
408,40,16,16
424,40,16,16
440,40,16,16
456,40,16,16
468,40,8,16
476,40,8,16
488,40,16,16
504,40,16,16
520,40,16,16
536,40,16,16
552,36,16,8
552,44,16,8
568,40,16,16
580,40,8,16
588,40,8,16
600,40,16,16
612,40,8,16
620,40,8,16
632,40,16,16
648,40,16,16
664,40,16,16
680,40,16,16
696,40,16,16
712,40,16,16
728,40,16,16
776,40,16,16
792,40,16,16
808,40,16,16
824,40,16,16
840,40,16,16
856,40,16,16
868,40,8,16
876,40,8,16
888,36,16,8
888,44,16,8
900,40,8,16
908,40,8,16
920,40,16,16
936,36,16,8
936,44,16,8
948,40,8,16
956,40,8,16
964,40,8,16
972,40,8,16
984,40,16,16
1000,40,16,16
1016,40,16,16
1048,40,16,16
1060,36,8,8
1068,36,8,8
1060,44,8,8
1068,44,8,8
1076,40,8,16
1084,40,8,16
1096,40,16,16
1108,40,8,16
1116,40,8,16
1128,40,16,16
1140,36,8,8
1148,36,8,8
1140,44,8,8
1148,44,8,8
1156,40,8,16
1164,40,8,16
1172,36,8,8
1180,36,8,8
1172,44,8,8
1180,44,8,8
1188,36,8,8
1196,36,8,8
1188,44,8,8
1196,44,8,8
1208,40,16,16
8,56,16,16
40,56,16,16
56,56,16,16
72,56,16,16
136,56,16,16
152,56,16,16
168,56,16,16
184,56,16,16
200,56,16,16
216,56,16,16
232,56,16,16
248,56,16,16
264,52,16,8
264,60,16,8
296,52,16,8
296,60,16,8
312,56,16,16
328,56,16,16
344,56,16,16
360,56,16,16
376,56,16,16
392,56,16,16
408,56,16,16
424,56,16,16
440,56,16,16
456,56,16,16
472,56,16,16
488,56,16,16
504,56,16,16
516,56,8,16
524,56,8,16
532,56,8,16
540,56,8,16
552,56,16,16
584,52,16,8
584,60,16,8
632,56,16,16
648,56,16,16
664,56,16,16
680,52,16,8
680,60,16,8
712,56,16,16
728,56,16,16
776,52,16,8
776,60,16,8
792,56,16,16
808,56,16,16
824,56,16,16
836,56,8,16
844,56,8,16
856,56,16,16
872,56,16,16
884,56,8,16
892,56,8,16
904,56,16,16
916,56,8,16
924,56,8,16
936,52,16,8
936,60,16,8
952,52,16,8
952,60,16,8
968,52,16,8
968,60,16,8
984,56,16,16
1000,56,16,16
1016,56,16,16
1032,56,16,16
1048,52,16,8
1048,60,16,8
1064,56,16,16
1076,56,8,16
1084,56,8,16
1096,56,16,16
1108,52,8,8
1116,52,8,8
1108,60,8,8
1116,60,8,8
1128,52,16,8
1128,60,16,8
1140,52,8,8
1148,52,8,8
1140,60,8,8
1148,60,8,8
1156,56,8,16
1164,56,8,16
1176,56,16,16
1192,56,16,16
1208,56,16,16
1224,56,16,16
1240,56,16,16
8,72,16,16
24,68,16,8
24,76,16,8
56,72,16,16
72,72,16,16
88,72,16,16
104,72,16,16
120,72,16,16
136,72,16,16
152,72,16,16
168,72,16,16
184,72,16,16
200,72,16,16
216,72,16,16
232,72,16,16
248,72,16,16
264,72,16,16
280,72,16,16
296,72,16,16
312,72,16,16
328,72,16,16
344,72,16,16
360,72,16,16
376,72,16,16
392,72,16,16
408,68,16,8
408,76,16,8
424,68,16,8
424,76,16,8
440,72,16,16
456,72,16,16
468,72,8,16
476,72,8,16
488,72,16,16
500,72,8,16
508,72,8,16
516,72,8,16
524,72,8,16
536,72,16,16
552,72,16,16
564,68,8,8
572,68,8,8
564,76,8,8
572,76,8,8
580,72,8,16
588,72,8,16
616,68,16,8
616,76,16,8
632,72,16,16
648,72,16,16
664,72,16,16
676,72,8,16
684,72,8,16
728,72,16,16
788,72,8,16
796,72,8,16
808,72,16,16
824,72,16,16
840,72,16,16
856,72,16,16
868,72,8,16
876,72,8,16
888,72,16,16
904,72,16,16
916,72,8,16
924,72,8,16
936,72,16,16
952,72,16,16
964,72,8,16
972,72,8,16
984,68,16,8
984,76,16,8
996,72,8,16
1004,72,8,16
1016,72,16,16
1044,72,8,16
1052,72,8,16
1064,68,16,8
1064,76,16,8
1076,72,8,16
1084,72,8,16
1092,68,8,8
1100,68,8,8
1092,76,8,8
1100,76,8,8
1108,72,8,16
1116,72,8,16
1128,72,16,16
1140,72,8,16
1148,72,8,16
1156,72,8,16
1164,72,8,16
1176,68,16,8
1176,76,16,8
1192,72,16,16
1208,72,16,16
1240,72,16,16
36,88,8,16
44,88,8,16
52,84,8,8
60,84,8,8
52,92,8,8
60,92,8,8
72,88,16,16
88,88,16,16
104,88,16,16
120,88,16,16
136,88,16,16
152,88,16,16
164,84,8,8
172,84,8,8
164,92,8,8
172,92,8,8
184,84,16,8
184,92,16,8
200,88,16,16
212,84,8,8
220,84,8,8
212,92,8,8
220,92,8,8
228,84,8,8
236,84,8,8
228,92,8,8
236,92,8,8
244,84,8,8
252,84,8,8
244,92,8,8
252,92,8,8
260,84,8,8
268,84,8,8
260,92,8,8
268,92,8,8
280,88,16,16
296,88,16,16
312,88,16,16
328,88,16,16
344,88,16,16
360,88,16,16
388,88,8,16
396,88,8,16
404,84,8,8
412,84,8,8
404,92,8,8
412,92,8,8
424,88,16,16
440,88,16,16
456,88,16,16
468,88,8,16
476,88,8,16
484,84,8,8
492,84,8,8
484,92,8,8
492,92,8,8
504,88,16,16
516,88,8,16
524,88,8,16
536,88,16,16
552,88,16,16
564,84,8,8
572,84,8,8
564,92,8,8
572,92,8,8
584,88,16,16
616,88,16,16
632,88,16,16
648,88,16,16
664,88,16,16
676,88,8,16
684,88,8,16
712,88,16,16
724,88,8,16
732,88,8,16
744,88,16,16
760,88,16,16
792,88,16,16
808,84,16,8
808,92,16,8
824,88,16,16
840,88,16,16
856,88,16,16
868,88,8,16
876,88,8,16
888,84,16,8
888,92,16,8
900,88,8,16
908,88,8,16
920,84,16,8
920,92,16,8
936,88,16,16
952,88,16,16
964,84,8,8
972,84,8,8
964,92,8,8
972,92,8,8
984,84,16,8
984,92,16,8
1000,88,16,16
1032,88,16,16
1044,88,8,16
1052,88,8,16
1060,88,8,16
1068,88,8,16
1080,88,16,16
1092,88,8,16
1100,88,8,16
1112,84,16,8
1112,92,16,8
1128,88,16,16
1140,84,8,8
1148,84,8,8
1140,92,8,8
1148,92,8,8
1156,84,8,8
1164,84,8,8
1156,92,8,8
1164,92,8,8
1176,88,16,16
1188,88,8,16
1196,88,8,16
1208,84,16,8
1208,92,16,8
8,104,16,16
40,104,16,16
52,100,8,8
60,100,8,8
52,108,8,8
60,108,8,8
72,104,16,16
88,104,16,16
104,104,16,16
136,104,16,16
152,104,16,16
168,100,16,8
168,108,16,8
184,104,16,16
200,104,16,16
216,104,16,16
228,104,8,16
236,104,8,16
244,104,8,16
252,104,8,16
264,104,16,16
280,104,16,16
296,104,16,16
312,104,16,16
328,104,16,16
340,104,8,16
348,104,8,16
360,104,16,16
376,104,16,16
392,104,16,16
404,104,8,16
412,104,8,16
420,104,8,16
428,104,8,16
440,104,16,16
456,104,16,16
472,100,16,8
472,108,16,8
484,104,8,16
492,104,8,16
504,104,16,16
552,104,16,16
568,104,16,16
584,104,16,16
616,104,16,16
632,104,16,16
648,104,16,16
696,104,16,16
712,100,16,8
712,108,16,8
728,104,16,16
744,104,16,16
776,104,16,16
792,104,16,16
808,104,16,16
824,104,16,16
840,100,16,8
840,108,16,8
856,104,16,16
868,104,8,16
876,104,8,16
884,104,8,16
892,104,8,16
