real rot, expected dict rot, actual dict rot, error from real rot, error from expected rot
1.839, 1.8, 1.3, 29.309%, 27.778%
1.144, 1.1, 1.2, 4.895%, 9.091%
0.922, 0.9, 1.3, 40.998%, 44.444%
1.073, 1.1, 1.3, 21.156%, 18.182%
0.925, 0.9, 0.8, 13.514%, 11.111%
1.188, 1.2, 1.3, 9.428%, 8.333%
1.23, 1.2, 1.2, 2.439%, 0.0%
1.178, 1.2, 1.3, 10.357%, 8.333%
1.047, 1.0, 1.2, 14.613%, 20.0%
1.144, 1.1, 1.2, 4.895%, 9.091%
1.0, 1.0, 1.3, 30.0%, 30.0%
1.013, 1.0, 1.3, 28.332%, 30.0%
1.148, 1.1, 1.3, 13.24%, 18.182%
0.969, 1.0, 1.3, 34.159%, 30.0%
1.056, 1.1, 1.3, 23.106%, 18.182%
1.051, 1.1, 1.3, 23.692%, 18.182%
0.91, 0.9, 0.8, 12.088%, 11.111%
1.331, 1.3, 1.3, 2.329%, 0.0%
0.954, 1.0, 1.3, 36.268%, 30.0%
0.889, 0.9, 1.2, 34.983%, 33.333%
1.153, 1.2, 1.2, 4.076%, 0.0%
1.034, 1.0, 1.3, 25.725%, 30.0%
0.937, 0.9, 0.8, 14.621%, 11.111%
0.98, 1.0, 0.8, 18.367%, 20.0%
0.952, 1.0, 1.3, 36.555%, 30.0%
0.941, 0.9, 0.8, 14.984%, 11.111%
1.062, 1.1, 1.2, 12.994%, 9.091%
1.191, 1.2, 1.2, 0.756%, 0.0%
1.144, 1.1, 1.3, 13.636%, 18.182%
0.778, 0.8, 0.8, 2.828%, 0.0%
1.038, 1.0, 1.3, 25.241%, 30.0%
0.934, 0.9, 1.2, 28.48%, 33.333%
1.183, 1.2, 1.3, 9.89%, 8.333%
Average error from real rotations: 18.12%
Average error from expected rotations: 17.47%
