-26.5855,-0.614678,-0.063395
-26.5977,-0.592016,-0.0406904
-31.109,-3.66425,-3.81251
-31.3825,-3.74926,-3.89964
-31.5719,-3.75941,-3.90756
-31.869,-3.7557,-3.90329
-32.5487,-3.91419,-4.09468
-33.1337,-3.79182,-3.93251
-34.0144,-3.98629,-4.15815
-34.994,-3.89775,-4.04822
-35.6684,-4.04364,-4.20384
-36.1258,-4.05591,-4.22401
-36.5882,-4.08228,-4.25194
-37.3889,-4.11258,-4.27601
-37.9145,-4.133,-4.28921
-38.4771,-4.16056,-4.33384
-38.9849,-4.21153,-4.38522
-39.6155,-4.19967,-4.37666
-40.183,-4.24474,-4.40538
-41.3599,-4.3682,-4.5269
-41.9889,-4.41594,-4.57138
-42.7119,-4.48757,-4.64546
-43.6486,-4.54883,-4.88912
-43.9629,-4.50315,-4.71506
-44.5399,-4.45393,-4.82854
-44.8968,-4.52469,-4.89161
-45.9073,-4.6665,-5.08739
-47.6021,-4.92914,-5.31986
-48.0086,-4.99706,-5.42008
-48.8983,-5.12081,-5.53906
-49.1634,-5.95255,-5.98596
-50.3169,-5.17373,-5.55463
-50.6632,-6.06729,-6.06413
-51.4408,-6.18073,-6.20112
-51.9711,-6.28969,-6.28363
-52.6956,-6.33133,-6.34507
-53.1044,-6.37099,-6.37403
-53.5506,-6.45459,-6.43973
-54.1571,-6.56701,-6.53313
-54.7312,-6.72671,-6.73504
-55.363,-6.81801,-6.81129
-56.2721,-6.95349,-6.95506
-56.9863,-7.11327,-7.11123
-57.6714,-7.22027,-7.22671
-58.1689,-7.22896,-7.24881
-58.8579,-7.34519,-7.34675
-59.3067,-7.49444,-7.54155
-60.4176,-7.75346,-7.81176
-61.0778,-7.83933,-7.88538
-62.0214,-8.0656,-8.1279
-62.852,-7.09909,-7.45483
-63.2245,-8.31241,-8.352
-64.5635,-7.39192,-7.74167
-65.3679,-8.82422,-8.87515
-66.4287,-7.83964,-8.18936
-66.9419,-9.20192,-9.24185
-67.5686,-9.18391,-9.20067
-68.4843,-9.56755,-9.61044
-68.8997,-9.76924,-9.83746
-69.4969,-10.0265,-10.1198
-69.9683,-10.3509,-10.454
-70.8894,-10.822,-10.9235
-71.369,-10.9728,-11.0767
-71.78,-11.1752,-11.2558
-72.063,-11.4499,-11.5497
