-14.88,179.105,-176.692
-15.0256,179.118,-176.745
-15.1073,179.128,-176.749
-6.28259,-178.279,-174.69
-6.45126,-178.374,-174.731
-7.01841,-178.596,-174.874
-7.8356,-178.708,-174.967
-8.94708,-178.697,-174.976
-9.9094,-178.669,-174.971
-10.5585,-178.61,-174.924
-11.5116,-178.504,-174.865
-12.2903,-178.524,-174.883
-13.359,-178.435,-174.827
-14.6901,-178.257,-174.723
-15.3179,-178.279,-174.743
-16.4333,-178.296,-174.755
-17.3033,-178.308,-174.764
-18.3505,-178.31,-174.801
-19.2214,-178.272,-174.796
-20.2454,-178.219,-174.771
-21.1464,-178.24,-174.795
-22.5791,-178.194,-174.778
-24.1592,-178.086,-174.696
-25.6819,-177.975,-174.645
-27.5697,-177.878,-174.604
-28.7142,-178.193,-174.803
-29.7957,-178.212,-174.892
-32.1799,-177.838,-174.53
-33.8193,-177.363,-174.328
-34.6151,-177.267,-174.191
-35.8923,-177.387,-174.316
-37.538,-177.586,-174.477
-38.9433,-177.692,-174.578
-40.1487,-177.599,-174.536
-40.7758,-177.481,-174.473
-42.0362,-177.245,-174.315
-43.2054,-177.229,-174.329
-45.1191,-177.413,-174.515
-47.2266,-177.381,-174.715
-48.3431,-177.319,-174.739
-49.2665,-177.296,-174.787
-50.7372,-177.424,-174.999
-51.7989,-177.872,-175.357
-53.3719,-178.339,-175.697
-54.447,-178.698,-176.09
-55.3712,-178.807,-176.247
-56.2096,-178.803,-176.324
-56.8625,-178.753,-176.284
-58.1501,-178.678,-176.26
-58.8298,-178.483,-176.056
-59.186,-178.472,-176.081
-59.8036,-178.628,-176.309
-60.3195,-178.963,-176.751
-61.1786,-178.404,-176.122
-61.3746,-178.203,-175.89
-61.8823,-178.046,-175.719
-62.5675,-178.082,-175.784
-63.0362,-178.176,-175.938
-63.6862,-178.062,-175.834
-64.2293,-178.202,-176.023
